	ID	DOCULECT	CONCEPT	Segments	GLOTTOCODE	CONCEPTICON_ID	CONCEPTICON_GLOSS	COGNATES	FORM
380	Changsha-Liu-2007-201-149-1	Changsha	Liu-2007-201-149	ŋ o ⁴¹	chan1326	1209	I	313	
386	Changsha-Liu-2007-201-150-1	Changsha	Liu-2007-201-150	ŋ o ⁴¹ + m ə n ⁰	chan1326	1212	WE	313	
387	Changsha-Liu-2007-201-150-1	Changsha	Liu-2007-201-150	ŋ o ⁴¹ + m ə n ⁰	chan1326	1212	WE	195	
391	Changsha-Liu-2007-201-153-1	Changsha	Liu-2007-201-153	ɕ i ²⁴	chan1326	1371	KNEE	333	
392	Changsha-Liu-2007-201-153-2	Changsha	Liu-2007-201-153	ɕ i ²⁴ + k ai ⁵⁵	chan1326	1371	KNEE	333	
393	Changsha-Liu-2007-201-153-2	Changsha	Liu-2007-201-153	ɕ i ²⁴ + k ai ⁵⁵	chan1326	1371	KNEE	334	
394	Changsha-Liu-2007-201-153-3	Changsha	Liu-2007-201-153	ɕ i ²⁴ + t əu ¹³ + k u ⁰	chan1326	1371	KNEE	333	
395	Changsha-Liu-2007-201-153-3	Changsha	Liu-2007-201-153	ɕ i ²⁴ + t əu ¹³ + k u ⁰	chan1326	1371	KNEE	319	
396	Changsha-Liu-2007-201-153-3	Changsha	Liu-2007-201-153	ɕ i ²⁴ + t əu ¹³ + k u ⁰	chan1326	1371	KNEE	94	
397	Changsha-Liu-2007-201-153-4	Changsha	Liu-2007-201-153	k ə ²⁴ + ɕ i ²⁴ + k u ⁰	chan1326	1371	KNEE	343	
398	Changsha-Liu-2007-201-153-4	Changsha	Liu-2007-201-153	k ə ²⁴ + ɕ i ²⁴ + k u ⁰	chan1326	1371	KNEE	333	
399	Changsha-Liu-2007-201-153-4	Changsha	Liu-2007-201-153	k ə ²⁴ + ɕ i ²⁴ + k u ⁰	chan1326	1371	KNEE	94	
402	Changsha-Liu-2007-201-156-1	Changsha	Liu-2007-201-156	ɕ j au ⁴¹	chan1326	1246	SMALL	49	
403	Changsha-Liu-2007-201-156-2	Changsha	Liu-2007-201-156	ɕ i ⁵⁵	chan1326	1246	SMALL	348	
405	Changsha-Liu-2007-201-158-1	Changsha	Liu-2007-201-158	ɕ i n ³³	chan1326	1223	HEART	352	
406	Changsha-Liu-2007-201-158-2	Changsha	Liu-2007-201-158	ɕ i n ³³ + ts a n ¹¹	chan1326	1223	HEART	352	
407	Changsha-Liu-2007-201-158-2	Changsha	Liu-2007-201-158	ɕ i n ³³ + ts a n ¹¹	chan1326	1223	HEART	353	
408	Changsha-Liu-2007-201-159-1	Changsha	Liu-2007-201-159	ɕ i n ³³	chan1326	1231	NEW	355	
410	Changsha-Liu-2007-201-160-1	Changsha	Liu-2007-201-160	ɕ i n ³³ + ɕ i n ⁰	chan1326	1430	STAR	356	
411	Changsha-Liu-2007-201-160-1	Changsha	Liu-2007-201-160	ɕ i n ³³ + ɕ i n ⁰	chan1326	1430	STAR	318	
413	Changsha-Liu-2007-201-162-1	Changsha	Liu-2007-201-162	ɕ j e ²⁴	chan1326	946	BLOOD	359	
415	Changsha-Liu-2007-201-164-1	Changsha	Liu-2007-201-164	ŋ a ¹³ + tsʰ ɿ ⁴¹	chan1326	1380	TOOTH	363	
416	Changsha-Liu-2007-201-164-1	Changsha	Liu-2007-201-164	ŋ a ¹³ + tsʰ ɿ ⁴¹	chan1326	1380	TOOTH	364	
417	Changsha-Liu-2007-201-165-1	Changsha	Liu-2007-201-165	j ẽ ³³	chan1326	778	SMOKE (EXHAUST)	366	
419	Changsha-Liu-2007-201-167-1	Changsha	Liu-2007-201-167	ŋ a n ⁴¹ + tɕ i n ⁰	chan1326	1248	EYE	369	
420	Changsha-Liu-2007-201-167-1	Changsha	Liu-2007-201-167	ŋ a n ⁴¹ + tɕ i n ⁰	chan1326	1248	EYE	370	
421	Changsha-Liu-2007-201-168-1	Changsha	Liu-2007-201-168	ŋ a ⁴¹	chan1326	1403	BITE	377	
422	Changsha-Liu-2007-201-169-1	Changsha	Liu-2007-201-169	j e ²⁴ + ts ɿ ⁰	chan1326	628	LEAF	380	
423	Changsha-Liu-2007-201-169-1	Changsha	Liu-2007-201-169	j e ²⁴ + ts ɿ ⁰	chan1326	628	LEAF	19	
425	Changsha-Liu-2007-201-170-1	Changsha	Liu-2007-201-170	i ²⁴	chan1326	1493	ONE	381	
428	Changsha-Liu-2007-201-172-1	Changsha	Liu-2007-201-172	j əu ¹³ + ɕ ɥ ei ⁴¹	chan1326	1439	SWIM	387	
429	Changsha-Liu-2007-201-172-1	Changsha	Liu-2007-201-172	j əu ¹³ + ɕ ɥ ei ⁴¹	chan1326	1439	SWIM	194	
430	Changsha-Liu-2007-201-172-2	Changsha	Liu-2007-201-172	w a n ¹³ + ɕ ɥ ei ⁴¹	chan1326	1439	SWIM	285	
431	Changsha-Liu-2007-201-172-2	Changsha	Liu-2007-201-172	w a n ¹³ + ɕ ɥ ei ⁴¹	chan1326	1439	SWIM	194	
434	Changsha-Liu-2007-201-174-1	Changsha	Liu-2007-201-174	y ¹³	chan1326	227	FISH	402	
435	Changsha-Liu-2007-201-175-1	Changsha	Liu-2007-201-175	y ⁴¹ + m au ¹³	chan1326	1201	FEATHER	403	
436	Changsha-Liu-2007-201-175-1	Changsha	Liu-2007-201-175	y ⁴¹ + m au ¹³	chan1326	1201	FEATHER	263	
438	Changsha-Liu-2007-201-177-1	Changsha	Liu-2007-201-177	ɥ ẽ ¹³	chan1326	1395	ROUND	406	
440	Changsha-Liu-2007-201-179-1	Changsha	Liu-2007-201-179	ɥ e ²⁴ + l j a n ¹¹	chan1326	1313	MOON	410	
441	Changsha-Liu-2007-201-179-1	Changsha	Liu-2007-201-179	ɥ e ²⁴ + l j a n ¹¹	chan1326	1313	MOON	411	
442	Changsha-Liu-2007-201-179-2	Changsha	Liu-2007-201-179	ɥ e ²⁴ + l j a n ¹¹ + p a ³³ + p a ⁰	chan1326	1313	MOON	410	
443	Changsha-Liu-2007-201-179-2	Changsha	Liu-2007-201-179	ɥ e ²⁴ + l j a n ¹¹ + p a ³³ + p a ⁰	chan1326	1313	MOON	411	
444	Changsha-Liu-2007-201-179-2	Changsha	Liu-2007-201-179	ɥ e ²⁴ + l j a n ¹¹ + p a ³³ + p a ⁰	chan1326	1313	MOON	309	
445	Changsha-Liu-2007-201-179-2	Changsha	Liu-2007-201-179	ɥ e ²⁴ + l j a n ¹¹ + p a ³³ + p a ⁰	chan1326	1313	MOON	778	
447	Changsha-Liu-2007-201-180-1	Changsha	Liu-2007-201-180	y n ¹³	chan1326	1489	CLOUD	414	
457	Changsha-Liu-2007-201-185-1	Changsha	Liu-2007-201-185	ts a n ⁵⁵	chan1326	1442	STAND	457	
458	Changsha-Liu-2007-201-185-2	Changsha	Liu-2007-201-185	t i ⁵⁵	chan1326	1442	STAND	461	
464	Changsha-Liu-2007-201-187-1	Changsha	Liu-2007-201-187	k o ²⁴	chan1326	1214	THIS	482	
467	Changsha-Liu-2007-201-189-1	Changsha	Liu-2007-201-189	ts ɿ ³³ + t au ⁵⁵	chan1326	1410	KNOW (SOMETHING)	494	
468	Changsha-Liu-2007-201-189-1	Changsha	Liu-2007-201-189	ts ɿ ³³ + t au ⁵⁵	chan1326	1410	KNOW (SOMETHING)	495	
469	Changsha-Liu-2007-201-189-2	Changsha	Liu-2007-201-189	ɕ j au ⁴¹ + t ə ⁰	chan1326	1410	KNOW (SOMETHING)	497	
470	Changsha-Liu-2007-201-189-2	Changsha	Liu-2007-201-189	ɕ j au ⁴¹ + t ə ⁰	chan1326	1410	KNOW (SOMETHING)	256	
472	Changsha-Liu-2007-201-190-1	Changsha	Liu-2007-201-190	ts ɿ ³³ + f a n ¹³	chan1326	323	FAT (ORGANIC SUBSTANCE)	504	
473	Changsha-Liu-2007-201-190-1	Changsha	Liu-2007-201-190	ts ɿ ³³ + f a n ¹³	chan1326	323	FAT (ORGANIC SUBSTANCE)	505	
476	Changsha-Liu-2007-201-193-1	Changsha	Liu-2007-201-193	ts ə n ⁴¹ + ts ɿ ⁰	chan1326	714	SEED	515	
477	Changsha-Liu-2007-201-193-1	Changsha	Liu-2007-201-193	ts ə n ⁴¹ + ts ɿ ⁰	chan1326	714	SEED	19	
480	Changsha-Liu-2007-201-196-1	Changsha	Liu-2007-201-196	ts au ⁴¹	chan1326	72	CLAW	526	
481	Changsha-Liu-2007-201-196-2	Changsha	Liu-2007-201-196	ts au ⁴¹ + ts ɿ ⁰	chan1326	72	CLAW	526	
482	Changsha-Liu-2007-201-196-2	Changsha	Liu-2007-201-196	ts au ⁴¹ + ts ɿ ⁰	chan1326	72	CLAW	19	
485	Changsha-Liu-2007-201-198-1	Changsha	Liu-2007-201-198	ts əu ⁴¹	chan1326	1443	WALK	531	
486	Changsha-Liu-2007-201-199-1	Changsha	Liu-2007-201-199	ts ei ⁴¹	chan1326	674	MOUTH	147	
492	Changsha-Liu-2007-201-201-1	Changsha	Liu-2007-201-201	ts o ¹¹	chan1326	1416	SIT	536	
495	Changsha-Liu-2007-201-22-1	Changsha	Liu-2007-201-22	t ai ¹¹	chan1326	1202	BIG	34	
501	Changsha-Liu-2007-201-26-1	Changsha	Liu-2007-201-26	t əu ⁵⁵ + ts ɿ ⁰	chan1326	1251	BELLY	278	
502	Changsha-Liu-2007-201-26-1	Changsha	Liu-2007-201-26	t əu ⁵⁵ + ts ɿ ⁰	chan1326	1251	BELLY	19	
505	Changsha-Liu-2007-201-29-1	Changsha	Liu-2007-201-29	t o ³³	chan1326	1198	MANY	595	
506	Changsha-Liu-2007-201-3-1	Changsha	Liu-2007-201-3	p i ²⁴	chan1326	1221	NOSE	77	
507	Changsha-Liu-2007-201-3-2	Changsha	Liu-2007-201-3	p i ²⁴ + ts ɿ ⁰	chan1326	1221	NOSE	77	
508	Changsha-Liu-2007-201-3-2	Changsha	Liu-2007-201-3	p i ²⁴ + ts ɿ ⁰	chan1326	1221	NOSE	19	
509	Changsha-Liu-2007-201-30-1	Changsha	Liu-2007-201-30	ə ⁴¹	chan1326	1247	EAR	596	
510	Changsha-Liu-2007-201-30-2	Changsha	Liu-2007-201-30	ə ⁴¹ + t o ⁰	chan1326	1247	EAR	596	
511	Changsha-Liu-2007-201-30-2	Changsha	Liu-2007-201-30	ə ⁴¹ + t o ⁰	chan1326	1247	EAR	597	
512	Changsha-Liu-2007-201-31-1	Changsha	Liu-2007-201-31	ə ¹¹	chan1326	1498	TWO	598	
513	Changsha-Liu-2007-201-31-2	Changsha	Liu-2007-201-31	l j a n ⁴¹	chan1326	1498	TWO	599	
514	Changsha-Liu-2007-201-32-1	Changsha	Liu-2007-201-32	f ei ³³	chan1326	1441	FLY (MOVE THROUGH AIR)	600	
527	Changsha-Liu-2007-201-37-1	Changsha	Liu-2007-201-37	k a n ³³	chan1326	1398	DRY	565	
528	Changsha-Liu-2007-201-38-1	Changsha	Liu-2007-201-38	k a n ³³	chan1326	1224	LIVER	619	
529	Changsha-Liu-2007-201-39-1	Changsha	Liu-2007-201-39	p a ⁴¹	chan1326	1447	GIVE	183	
533	Changsha-Liu-2007-201-40-1	Changsha	Liu-2007-201-40	k ə n ³³	chan1326	670	ROOT	93	
534	Changsha-Liu-2007-201-40-2	Changsha	Liu-2007-201-40	t əu ³³ + ts ɿ ⁰	chan1326	670	ROOT	223	
535	Changsha-Liu-2007-201-40-2	Changsha	Liu-2007-201-40	t əu ³³ + ts ɿ ⁰	chan1326	670	ROOT	19	
536	Changsha-Liu-2007-201-41-1	Changsha	Liu-2007-201-41	k əu ⁴¹	chan1326	2009	DOG	630	
537	Changsha-Liu-2007-201-42-1	Changsha	Liu-2007-201-42	k u ²⁴ + t əu ⁰	chan1326	1394	BONE	94	
538	Changsha-Liu-2007-201-42-1	Changsha	Liu-2007-201-42	k u ²⁴ + t əu ⁰	chan1326	1394	BONE	319	
547	Changsha-Liu-2007-201-46-1	Changsha	Liu-2007-201-46	x au ⁴¹	chan1326	1035	GOOD	642	
548	Changsha-Liu-2007-201-47-1	Changsha	Liu-2007-201-47	tɕʰ j a ²⁴	chan1326	1401	DRINK	549	
549	Changsha-Liu-2007-201-47-2	Changsha	Liu-2007-201-47	x o ²⁴	chan1326	1401	DRINK	646	
552	Changsha-Liu-2007-201-5-1	Changsha	Liu-2007-201-5	p o ¹³ + ts ɿ ⁰	chan1326	1333	NECK	88	
553	Changsha-Liu-2007-201-5-1	Changsha	Liu-2007-201-5	p o ¹³ + ts ɿ ⁰	chan1326	1333	NECK	19	
554	Changsha-Liu-2007-201-5-2	Changsha	Liu-2007-201-5	tɕ i n ⁴¹ + k ə n ³³	chan1326	1333	NECK	90	
555	Changsha-Liu-2007-201-5-2	Changsha	Liu-2007-201-5	tɕ i n ⁴¹ + k ə n ³³	chan1326	1333	NECK	93	
557	Changsha-Liu-2007-201-51-1	Changsha	Liu-2007-201-51	x ə ²⁴	chan1326	163	BLACK	296	
558	Changsha-Liu-2007-201-52-1	Changsha	Liu-2007-201-52	x ə n ¹³	chan1326	156	RED	654	
568	Changsha-Liu-2007-201-58-1	Changsha	Liu-2007-201-58	w a n ¹³	chan1326	1424	YELLOW	302	
569	Changsha-Liu-2007-201-59-1	Changsha	Liu-2007-201-59	f ei ³³	chan1326	646	ASH	542	
573	Changsha-Liu-2007-201-61-1	Changsha	Liu-2007-201-61	x o ⁴¹	chan1326	221	FIRE	672	
574	Changsha-Liu-2007-201-62-1	Changsha	Liu-2007-201-62	tɕ i ³³ + t a n ¹¹	chan1326	744	EGG	673	
575	Changsha-Liu-2007-201-62-1	Changsha	Liu-2007-201-62	tɕ i ³³ + t a n ¹¹	chan1326	744	EGG	674	
577	Changsha-Liu-2007-201-64-1	Changsha	Liu-2007-201-64	tɕ j o ²⁴	chan1326	1393	HORN (ANATOMY)	568	
578	Changsha-Liu-2007-201-65-1	Changsha	Liu-2007-201-65	tɕ j o ²⁴	chan1326	1301	FOOT	277	
587	Changsha-Liu-2007-201-69-1	Changsha	Liu-2007-201-69	kʰ a n ⁵⁵ + tɕ j a n ⁵⁵	chan1326	1409	SEE	689	
588	Changsha-Liu-2007-201-69-1	Changsha	Liu-2007-201-69	kʰ a n ⁵⁵ + tɕ j a n ⁵⁵	chan1326	1409	SEE	253	
589	Changsha-Liu-2007-201-7-1	Changsha	Liu-2007-201-7	p u ²⁴	chan1326	1240	NOT	98	
594	Changsha-Liu-2007-201-73-1	Changsha	Liu-2007-201-73	l ai ¹³	chan1326	1446	COME	703	
596	Changsha-Liu-2007-201-75-1	Changsha	Liu-2007-201-75	l ə n ⁴¹	chan1326	1287	COLD	391	
599	Changsha-Liu-2007-201-78-1	Changsha	Liu-2007-201-78	l əu ²⁴	chan1326	1425	GREEN	709	
600	Changsha-Liu-2007-201-79-1	Changsha	Liu-2007-201-79	m õ ⁴¹	chan1326	1429	FULL	710	
602	Changsha-Liu-2007-201-80-1	Changsha	Liu-2007-201-80	m i n ¹³ + ts ɿ ⁰	chan1326	1405	NAME	712	
603	Changsha-Liu-2007-201-80-1	Changsha	Liu-2007-201-80	m i n ¹³ + ts ɿ ⁰	chan1326	1405	NAME	469	
619	Changsha-Liu-2007-201-84-1	Changsha	Liu-2007-201-84	l a ⁵⁵	chan1326	78	THAT	261	
622	Changsha-Liu-2007-201-86-1	Changsha	Liu-2007-201-86	l a n ¹³ + ʐ ə n ¹³	chan1326	1554	MAN	471	
623	Changsha-Liu-2007-201-86-1	Changsha	Liu-2007-201-86	l a n ¹³ + ʐ ə n ¹³	chan1326	1554	MAN	38	
624	Changsha-Liu-2007-201-86-2	Changsha	Liu-2007-201-86	l a n ¹³ + t i ⁰	chan1326	1554	MAN	471	
625	Changsha-Liu-2007-201-86-2	Changsha	Liu-2007-201-86	l a n ¹³ + t i ⁰	chan1326	1554	MAN	40	
626	Changsha-Liu-2007-201-86-3	Changsha	Liu-2007-201-86	l a n ¹³ + ʐ ə n ⁰ + k a ⁰	chan1326	1554	MAN	471	
627	Changsha-Liu-2007-201-86-3	Changsha	Liu-2007-201-86	l a n ¹³ + ʐ ə n ⁰ + k a ⁰	chan1326	1554	MAN	38	
628	Changsha-Liu-2007-201-86-3	Changsha	Liu-2007-201-86	l a n ¹³ + ʐ ə n ⁰ + k a ⁰	chan1326	1554	MAN	42	
629	Changsha-Liu-2007-201-87-1	Changsha	Liu-2007-201-87	l i ⁴¹	chan1326	1215	THOU	739	
631	Changsha-Liu-2007-201-89-1	Changsha	Liu-2007-201-89	ɲ j au ⁴¹	chan1326	937	BIRD	745	
633	Changsha-Liu-2007-201-90-1	Changsha	Liu-2007-201-90	ɲ y ⁴¹ + ʐ ə n ⁰	chan1326	962	WOMAN	39	
634	Changsha-Liu-2007-201-90-1	Changsha	Liu-2007-201-90	ɲ y ⁴¹ + ʐ ə n ⁰	chan1326	962	WOMAN	38	
635	Changsha-Liu-2007-201-90-2	Changsha	Liu-2007-201-90	ɲ y ⁴¹ + t i ⁰	chan1326	962	WOMAN	39	
636	Changsha-Liu-2007-201-90-2	Changsha	Liu-2007-201-90	ɲ y ⁴¹ + t i ⁰	chan1326	962	WOMAN	40	
639	Changsha-Liu-2007-201-93-1	Changsha	Liu-2007-201-93	p i ¹³ + f u ³³	chan1326	763	SKIN	16	
640	Changsha-Liu-2007-201-93-1	Changsha	Liu-2007-201-93	p i ¹³ + f u ³³	chan1326	763	SKIN	17	
654	Changsha-Liu-2007-201-97-1	Changsha	Liu-2007-201-97	tɕʰ ɥ ẽ ¹³ + p u ¹¹	chan1326	98	ALL	54	
655	Changsha-Liu-2007-201-97-1	Changsha	Liu-2007-201-97	tɕʰ ɥ ẽ ¹³ + p u ¹¹	chan1326	98	ALL	55	
657	Changsha-Liu-2007-201-99-1	Changsha	Liu-2007-201-99	ʐ ə n ¹³	chan1326	683	PERSON	38	
658	Chengdu-Liu-2007-201-1-1	Chengdu	Liu-2007-201-1	p e ²¹	chen1267	1335	WHITE	71	
659	Chengdu-Liu-2007-201-10-1	Chengdu	Liu-2007-201-10	tsʰ a ŋ ²¹	chen1267	1203	LONG	112	
666	Chengdu-Liu-2007-201-103-1	Chengdu	Liu-2007-201-103	l ai ⁴⁵ + l ai ⁵⁵	chen1267	1402	BREAST	128	
667	Chengdu-Liu-2007-201-103-1	Chengdu	Liu-2007-201-103	l ai ⁴⁵ + l ai ⁵⁵	chen1267	1402	BREAST	66	
671	Chengdu-Liu-2007-201-106-1	Chengdu	Liu-2007-201-106	s a ²¹	chen1267	1417	KILL	135	
672	Chengdu-Liu-2007-201-106-2	Chengdu	Liu-2007-201-106	ts ai ⁵³	chen1267	1417	KILL	136	
673	Chengdu-Liu-2007-201-107-1	Chengdu	Liu-2007-201-107	s a ⁴⁵	chen1267	671	SAND	138	
674	Chengdu-Liu-2007-201-107-2	Chengdu	Liu-2007-201-107	s a ⁴⁵ + s a ⁵⁵	chen1267	671	SAND	138	
675	Chengdu-Liu-2007-201-107-2	Chengdu	Liu-2007-201-107	s a ⁴⁵ + s a ⁵⁵	chen1267	671	SAND	138	
676	Chengdu-Liu-2007-201-107-3	Chengdu	Liu-2007-201-107	s a ⁴⁵ + ts ɿ ⁰	chen1267	671	SAND	138	
677	Chengdu-Liu-2007-201-107-3	Chengdu	Liu-2007-201-107	s a ⁴⁵ + ts ɿ ⁰	chen1267	671	SAND	19	
678	Chengdu-Liu-2007-201-108-1	Chengdu	Liu-2007-201-108	s a n ⁴⁵	chen1267	639	MOUNTAIN	139	
679	Chengdu-Liu-2007-201-109-1	Chengdu	Liu-2007-201-109	s au ⁴⁵	chen1267	2102	BURN	140	
684	Chengdu-Liu-2007-201-111-1	Chengdu	Liu-2007-201-111	s e ²¹ + tʰ ə ²¹	chen1267	1205	TONGUE	143	
685	Chengdu-Liu-2007-201-111-1	Chengdu	Liu-2007-201-111	s e ²¹ + tʰ ə ²¹	chen1267	1205	TONGUE	319	
698	Chengdu-Liu-2007-201-114-1	Chengdu	Liu-2007-201-114	s e ²¹ + ts ɿ ⁵³	chen1267	1392	LOUSE	155	
699	Chengdu-Liu-2007-201-114-1	Chengdu	Liu-2007-201-114	s e ²¹ + ts ɿ ⁵³	chen1267	1392	LOUSE	19	
701	Chengdu-Liu-2007-201-116-1	Chengdu	Liu-2007-201-116	s a ²¹³ + ts ɿ ⁵³	chen1267	1236	WHAT	168	
702	Chengdu-Liu-2007-201-116-1	Chengdu	Liu-2007-201-116	s a ²¹³ + ts ɿ ⁵³	chen1267	1236	WHAT	19	
703	Chengdu-Liu-2007-201-117-1	Chengdu	Liu-2007-201-117	s j ɿ ²¹ + tʰ əu ²¹	chen1267	857	STONE	180	
704	Chengdu-Liu-2007-201-117-1	Chengdu	Liu-2007-201-117	s j ɿ ²¹ + tʰ əu ²¹	chen1267	857	STONE	319	
705	Chengdu-Liu-2007-201-118-1	Chengdu	Liu-2007-201-118	s əu ⁵³	chen1267	1277	HAND	182	
706	Chengdu-Liu-2007-201-119-1	Chengdu	Liu-2007-201-119	s u ²¹³	chen1267	906	TREE	134	
708	Chengdu-Liu-2007-201-120-1	Chengdu	Liu-2007-201-120	s u ²¹³ + pʰ i ²¹	chen1267	1204	BARK	134	
709	Chengdu-Liu-2007-201-120-1	Chengdu	Liu-2007-201-120	s u ²¹³ + pʰ i ²¹	chen1267	1204	BARK	16	
712	Chengdu-Liu-2007-201-122-1	Chengdu	Liu-2007-201-122	n a ⁵³ + k o ²¹³	chen1267	1235	WHO	188	
713	Chengdu-Liu-2007-201-122-1	Chengdu	Liu-2007-201-122	n a ⁵³ + k o ²¹³	chen1267	1235	WHO	56	
714	Chengdu-Liu-2007-201-123-1	Chengdu	Liu-2007-201-123	s w ei ⁵³	chen1267	948	WATER	194	
717	Chengdu-Liu-2007-201-125-1	Chengdu	Liu-2007-201-125	s w ei ²¹³	chen1267	1585	SLEEP	196	
719	Chengdu-Liu-2007-201-127-1	Chengdu	Liu-2007-201-127	s o ²¹	chen1267	1458	SAY	206	
720	Chengdu-Liu-2007-201-127-2	Chengdu	Liu-2007-201-127	p ai ⁵³	chen1267	1458	SAY	144	
723	Chengdu-Liu-2007-201-129-1	Chengdu	Liu-2007-201-129	s ɿ ⁵³	chen1267	1494	DIE	222	
732	Chengdu-Liu-2007-201-133-1	Chengdu	Liu-2007-201-133	tʰ ai ²¹³ + j a ŋ ²¹	chen1267	1343	SUN	239	
733	Chengdu-Liu-2007-201-133-1	Chengdu	Liu-2007-201-133	tʰ ai ²¹³ + j a ŋ ²¹	chen1267	1343	SUN	240	
734	Chengdu-Liu-2007-201-134-1	Chengdu	Liu-2007-201-134	s w ei ²¹³ + t au ⁵³	chen1267	1411	LIE (REST)	196	
735	Chengdu-Liu-2007-201-134-1	Chengdu	Liu-2007-201-134	s w ei ²¹³ + t au ⁵³	chen1267	1411	LIE (REST)	23	
736	Chengdu-Liu-2007-201-134-2	Chengdu	Liu-2007-201-134	s w ei ²¹³ + tɕʰ i ⁵³	chen1267	1411	LIE (REST)	196	
737	Chengdu-Liu-2007-201-134-2	Chengdu	Liu-2007-201-134	s w ei ²¹³ + tɕʰ i ⁵³	chen1267	1411	LIE (REST)	245	
738	Chengdu-Liu-2007-201-134-3	Chengdu	Liu-2007-201-134	tʰ a ŋ ⁵³ + t au ⁵³ + tɕʰ i ⁵³	chen1267	1411	LIE (REST)	244	
739	Chengdu-Liu-2007-201-134-3	Chengdu	Liu-2007-201-134	tʰ a ŋ ⁵³ + t au ⁵³ + tɕʰ i ⁵³	chen1267	1411	LIE (REST)	23	
740	Chengdu-Liu-2007-201-134-3	Chengdu	Liu-2007-201-134	tʰ a ŋ ⁵³ + t au ⁵³ + tɕʰ i ⁵³	chen1267	1411	LIE (REST)	245	
744	Chengdu-Liu-2007-201-137-1	Chengdu	Liu-2007-201-137	tʰ i n ⁴⁵ + t au ⁵³	chen1267	1408	HEAR	252	
745	Chengdu-Liu-2007-201-137-1	Chengdu	Liu-2007-201-137	tʰ i n ⁴⁵ + t au ⁵³	chen1267	1408	HEAR	254	
746	Chengdu-Liu-2007-201-138-1	Chengdu	Liu-2007-201-138	tʰ əu ²¹	chen1267	1256	HEAD	79	
749	Chengdu-Liu-2007-201-14-1	Chengdu	Liu-2007-201-14	tsʰ ɿ ²¹	chen1267	1336	EAT	547	
750	Chengdu-Liu-2007-201-140-1	Chengdu	Liu-2007-201-140	tʰ u ⁵³ + t i ²¹³	chen1267	1228	EARTH (SOIL)	264	
751	Chengdu-Liu-2007-201-140-1	Chengdu	Liu-2007-201-140	tʰ u ⁵³ + t i ²¹³	chen1267	1228	EARTH (SOIL)	265	
752	Chengdu-Liu-2007-201-140-2	Chengdu	Liu-2007-201-140	t i ²¹³	chen1267	1228	EARTH (SOIL)	265	
760	Chengdu-Liu-2007-201-146-1	Chengdu	Liu-2007-201-146	w a n ⁵³ + s a ŋ ²¹³	chen1267	1233	NIGHT	295	
761	Chengdu-Liu-2007-201-146-1	Chengdu	Liu-2007-201-146	w a n ⁵³ + s a ŋ ²¹³	chen1267	1233	NIGHT	249	
762	Chengdu-Liu-2007-201-146-2	Chengdu	Liu-2007-201-146	x e ²¹ + l əu ²¹	chen1267	1233	NIGHT	296	
763	Chengdu-Liu-2007-201-146-2	Chengdu	Liu-2007-201-146	x e ²¹ + l əu ²¹	chen1267	1233	NIGHT	5	
764	Chengdu-Liu-2007-201-147-1	Chengdu	Liu-2007-201-147	w ei ⁵³ + p a ⁵⁵	chen1267	1220	TAIL	308	
765	Chengdu-Liu-2007-201-147-1	Chengdu	Liu-2007-201-147	w ei ⁵³ + p a ⁵⁵	chen1267	1220	TAIL	309	
766	Chengdu-Liu-2007-201-147-2	Chengdu	Liu-2007-201-147	w ei ⁵³ + ts ɿ ⁵³	chen1267	1220	TAIL	308	
767	Chengdu-Liu-2007-201-147-2	Chengdu	Liu-2007-201-147	w ei ⁵³ + ts ɿ ⁵³	chen1267	1220	TAIL	19	
769	Chengdu-Liu-2007-201-149-1	Chengdu	Liu-2007-201-149	ŋ o ⁵³	chen1267	1209	I	313	
772	Chengdu-Liu-2007-201-150-1	Chengdu	Liu-2007-201-150	ŋ o ⁵³ + m m̩ ⁵⁵	chen1267	1212	WE	313	
773	Chengdu-Liu-2007-201-150-1	Chengdu	Liu-2007-201-150	ŋ o ⁵³ + m m̩ ⁵⁵	chen1267	1212	WE	195	
776	Chengdu-Liu-2007-201-153-1	Chengdu	Liu-2007-201-153	kʰ e ²¹ + ɕ i ²¹ + tʰ ə ²¹	chen1267	1371	KNEE	338	
777	Chengdu-Liu-2007-201-153-1	Chengdu	Liu-2007-201-153	kʰ e ²¹ + ɕ i ²¹ + tʰ ə ²¹	chen1267	1371	KNEE	333	
778	Chengdu-Liu-2007-201-153-1	Chengdu	Liu-2007-201-153	kʰ e ²¹ + ɕ i ²¹ + tʰ ə ²¹	chen1267	1371	KNEE	319	
781	Chengdu-Liu-2007-201-156-1	Chengdu	Liu-2007-201-156	ɕ j au ⁵³	chen1267	1246	SMALL	49	
783	Chengdu-Liu-2007-201-158-1	Chengdu	Liu-2007-201-158	ɕ i n ⁴⁵	chen1267	1223	HEART	352	
784	Chengdu-Liu-2007-201-158-2	Chengdu	Liu-2007-201-158	ɕ i n ⁴⁵	chen1267	1223	HEART	352	
785	Chengdu-Liu-2007-201-159-1	Chengdu	Liu-2007-201-159	ɕ i n ⁴⁵	chen1267	1231	NEW	355	
787	Chengdu-Liu-2007-201-160-1	Chengdu	Liu-2007-201-160	ɕ i n ⁴⁵ + ɕ j ə ⁵⁵	chen1267	1430	STAR	356	
788	Chengdu-Liu-2007-201-160-1	Chengdu	Liu-2007-201-160	ɕ i n ⁴⁵ + ɕ j ə ⁵⁵	chen1267	1430	STAR	318	
